0 0 
50 50 50
0 0 0 0 0 0 
1 0 0 0 0 0 
2 0 0 0 0 0 
3 0 0 0 0 0 
4 0 0 0 0 0 
5 0 0 0 0 0 
6 0 0 0 0 0 
7 0 0 0 0 0 
8 0 0 0 0 0 
9 0 0 0 0 0 
10 0 0 0 0 0 
11 0 0 0 0 0 
12 0 0 0 0 0 
13 0 0 0 0 0 
14 0 0 0 0 0 
15 0 0 0 0 0 
16 0 0 0 0 0 
17 0 0 0 0 0 
18 0 0 0 0 0 
19 0 0 0 0 0 
20 0 0 0 0 0 
21 0 0 0 0 0 
22 0 0 0 0 0 
23 0 0 0 0 0 
24 0 0 0 0 0 
-25 0 0 0 0 0 
-24 0 0 0 0 0 
-23 0 0 0 0 0 
-22 0 0 0 0 0 
-21 0 0 0 0 0 
-20 0 0 0 0 0 
-19 0 0 0 0 0 
-18 0 0 0 0 0 
-17 0 0 0 0 0 
-16 0 0 0 0 0 
-15 0 0 0 0 0 
-14 0 0 0 0 0 
-13 0 0 0 0 0 
-12 0 0 0 0 0 
-11 0 0 0 0 0 
-10 0 0 0 0 0 
-9 0 0 0 0 0 
-8 0 0 0 0 0 
-7 0 0 0 0 0 
-6 0 0 0 0 0 
-5 0 0 0 0 0 
-4 0 0 0 0 0 
-3 0 0 0 0 0 
-2 0 0 0 0 0 
0.5 0.866025 0 0 0 0 
1.5 0.866025 0 0 0 0 
2.5 0.866025 0 0 0 0 
3.5 0.866025 0 0 0 0 
4.5 0.866025 0 0 0 0 
5.5 0.866025 0 0 0 0 
6.5 0.866025 0 0 0 0 
7.5 0.866025 0 0 0 0 
8.5 0.866025 0 0 0 0 
9.5 0.866025 0 0 0 0 
10.5 0.866025 0 0 0 0 
11.5 0.866025 0 0 0 0 
12.5 0.866025 0 0 0 0 
13.5 0.866025 0 0 0 0 
14.5 0.866025 0 0 0 0 
15.5 0.866025 0 0 0 0 
16.5 0.866025 0 0 0 0 
17.5 0.866025 0 0 0 0 
18.5 0.866025 0 0 0 0 
19.5 0.866025 0 0 0 0 
20.5 0.866025 0 0 0 0 
21.5 0.866025 0 0 0 0 
22.5 0.866025 0 0 0 0 
23.5 0.866025 0 0 0 0 
24.5 0.866025 0 0 0 0 
-24.5 0.866025 0 0 0 0 
-23.5 0.866025 0 0 0 0 
-22.5 0.866025 0 0 0 0 
-21.5 0.866025 0 0 0 0 
-20.5 0.866025 0 0 0 0 
-19.5 0.866025 0 0 0 0 
-18.5 0.866025 0 0 0 0 
-17.5 0.866025 0 0 0 0 
-16.5 0.866025 0 0 0 0 
-15.5 0.866025 0 0 0 0 
-14.5 0.866025 0 0 0 0 
-13.5 0.866025 0 0 0 0 
-12.5 0.866025 0 0 0 0 
-11.5 0.866025 0 0 0 0 
-10.5 0.866025 0 0 0 0 
-9.5 0.866025 0 0 0 0 
-8.5 0.866025 0 0 0 0 
-7.5 0.866025 0 0 0 0 
-6.5 0.866025 0 0 0 0 
-5.5 0.866025 0 0 0 0 
-4.5 0.866025 0 0 0 0 
-3.5 0.866025 0 0 0 0 
-2.5 0.866025 0 0 0 0 
-1.5 0.866025 0 0 0 0 
0 1.73205 0 0 0 0 
1 1.73205 0 0 0 0 
2 1.73205 0 0 0 0 
3 1.73205 0 0 0 0 
4 1.73205 0 0 0 0 
5 1.73205 0 0 0 0 
6 1.73205 0 0 0 0 
7 1.73205 0 0 0 0 
8 1.73205 0 0 0 0 
9 1.73205 0 0 0 0 
10 1.73205 0 0 0 0 
11 1.73205 0 0 0 0 
12 1.73205 0 0 0 0 
13 1.73205 0 0 0 0 
14 1.73205 0 0 0 0 
15 1.73205 0 0 0 0 
16 1.73205 0 0 0 0 
17 1.73205 0 0 0 0 
18 1.73205 0 0 0 0 
19 1.73205 0 0 0 0 
20 1.73205 0 0 0 0 
21 1.73205 0 0 0 0 
22 1.73205 0 0 0 0 
23 1.73205 0 0 0 0 
24 1.73205 0 0 0 0 
-25 1.73205 0 0 0 0 
-24 1.73205 0 0 0 0 
-23 1.73205 0 0 0 0 
-22 1.73205 0 0 0 0 
-21 1.73205 0 0 0 0 
-20 1.73205 0 0 0 0 
-19 1.73205 0 0 0 0 
-18 1.73205 0 0 0 0 
-17 1.73205 0 0 0 0 
-16 1.73205 0 0 0 0 
-15 1.73205 0 0 0 0 
-14 1.73205 0 0 0 0 
-13 1.73205 0 0 0 0 
-12 1.73205 0 0 0 0 
-11 1.73205 0 0 0 0 
-10 1.73205 0 0 0 0 
-9 1.73205 0 0 0 0 
-8 1.73205 0 0 0 0 
-7 1.73205 0 0 0 0 
-6 1.73205 0 0 0 0 
-5 1.73205 0 0 0 0 
-4 1.73205 0 0 0 0 
-3 1.73205 0 0 0 0 
-2 1.73205 0 0 0 0 
0.5 2.59808 0 0 0 0 
1.5 2.59808 0 0 0 0 
2.5 2.59808 0 0 0 0 
3.5 2.59808 0 0 0 0 
4.5 2.59808 0 0 0 0 
5.5 2.59808 0 0 0 0 
6.5 2.59808 0 0 0 0 
7.5 2.59808 0 0 0 0 
8.5 2.59808 0 0 0 0 
9.5 2.59808 0 0 0 0 
10.5 2.59808 0 0 0 0 
11.5 2.59808 0 0 0 0 
12.5 2.59808 0 0 0 0 
13.5 2.59808 0 0 0 0 
14.5 2.59808 0 0 0 0 
15.5 2.59808 0 0 0 0 
16.5 2.59808 0 0 0 0 
17.5 2.59808 0 0 0 0 
18.5 2.59808 0 0 0 0 
19.5 2.59808 0 0 0 0 
20.5 2.59808 0 0 0 0 
21.5 2.59808 0 0 0 0 
22.5 2.59808 0 0 0 0 
23.5 2.59808 0 0 0 0 
24.5 2.59808 0 0 0 0 
-24.5 2.59808 0 0 0 0 
-23.5 2.59808 0 0 0 0 
-22.5 2.59808 0 0 0 0 
-21.5 2.59808 0 0 0 0 
-20.5 2.59808 0 0 0 0 
-19.5 2.59808 0 0 0 0 
-18.5 2.59808 0 0 0 0 
-17.5 2.59808 0 0 0 0 
-16.5 2.59808 0 0 0 0 
-15.5 2.59808 0 0 0 0 
-14.5 2.59808 0 0 0 0 
-13.5 2.59808 0 0 0 0 
-12.5 2.59808 0 0 0 0 
-11.5 2.59808 0 0 0 0 
-10.5 2.59808 0 0 0 0 
-9.5 2.59808 0 0 0 0 
-8.5 2.59808 0 0 0 0 
-7.5 2.59808 0 0 0 0 
-6.5 2.59808 0 0 0 0 
-5.5 2.59808 0 0 0 0 
-4.5 2.59808 0 0 0 0 
-3.5 2.59808 0 0 0 0 
-2.5 2.59808 0 0 0 0 
-1.5 2.59808 0 0 0 0 
0 3.4641 0 0 0 0 
1 3.4641 0 0 0 0 
2 3.4641 0 0 0 0 
3 3.4641 0 0 0 0 
4 3.4641 0 0 0 0 
5 3.4641 0 0 0 0 
6 3.4641 0 0 0 0 
7 3.4641 0 0 0 0 
8 3.4641 0 0 0 0 
9 3.4641 0 0 0 0 
10 3.4641 0 0 0 0 
11 3.4641 0 0 0 0 
12 3.4641 0 0 0 0 
13 3.4641 0 0 0 0 
14 3.4641 0 0 0 0 
15 3.4641 0 0 0 0 
16 3.4641 0 0 0 0 
17 3.4641 0 0 0 0 
18 3.4641 0 0 0 0 
19 3.4641 0 0 0 0 
20 3.4641 0 0 0 0 
21 3.4641 0 0 0 0 
22 3.4641 0 0 0 0 
23 3.4641 0 0 0 0 
24 3.4641 0 0 0 0 
-25 3.4641 0 0 0 0 
-24 3.4641 0 0 0 0 
-23 3.4641 0 0 0 0 
-22 3.4641 0 0 0 0 
-21 3.4641 0 0 0 0 
-20 3.4641 0 0 0 0 
-19 3.4641 0 0 0 0 
-18 3.4641 0 0 0 0 
-17 3.4641 0 0 0 0 
-16 3.4641 0 0 0 0 
-15 3.4641 0 0 0 0 
-14 3.4641 0 0 0 0 
-13 3.4641 0 0 0 0 
-12 3.4641 0 0 0 0 
-11 3.4641 0 0 0 0 
-10 3.4641 0 0 0 0 
-9 3.4641 0 0 0 0 
-8 3.4641 0 0 0 0 
-7 3.4641 0 0 0 0 
-6 3.4641 0 0 0 0 
-5 3.4641 0 0 0 0 
-4 3.4641 0 0 0 0 
-3 3.4641 0 0 0 0 
-2 3.4641 0 0 0 0 
0.5 4.33013 0 0 0 0 
1.5 4.33013 0 0 0 0 
2.5 4.33013 0 0 0 0 
3.5 4.33013 0 0 0 0 
4.5 4.33013 0 0 0 0 
5.5 4.33013 0 0 0 0 
6.5 4.33013 0 0 0 0 
7.5 4.33013 0 0 0 0 
8.5 4.33013 0 0 0 0 
9.5 4.33013 0 0 0 0 
10.5 4.33013 0 0 0 0 
11.5 4.33013 0 0 0 0 
12.5 4.33013 0 0 0 0 
13.5 4.33013 0 0 0 0 
14.5 4.33013 0 0 0 0 
15.5 4.33013 0 0 0 0 
16.5 4.33013 0 0 0 0 
17.5 4.33013 0 0 0 0 
18.5 4.33013 0 0 0 0 
19.5 4.33013 0 0 0 0 
20.5 4.33013 0 0 0 0 
21.5 4.33013 0 0 0 0 
22.5 4.33013 0 0 0 0 
23.5 4.33013 0 0 0 0 
24.5 4.33013 0 0 0 0 
-24.5 4.33013 0 0 0 0 
-23.5 4.33013 0 0 0 0 
